date,price
2026-03-17 21:02:28.293182,43.0
2026-03-17 21:20:37.392166,
2026-03-17 21:22:19.116658,43.0
2026-03-17 21:26:30.910129,43.0
2026-03-17 21:30:59.048248,43.0
2026-03-17 21:31:43.291336,43.0
2026-03-17 21:31:55.029449,43.0
2026-03-17 21:32:06.752400,43.0
